    A       B       C     b_limite       Volumen           Area Superficial
  -3.100   0.900   0.200    3.1060               NaN      8.743879E-04
  -3.100   0.900   0.300    3.1140               NaN      4.509213E-03
  -3.100   0.900   0.400    3.1240               NaN      1.405883E-02
  -3.100   0.900   0.500    3.1400               NaN      3.545200E-02
  -3.100   0.900   0.600    3.1560               NaN      7.270975E-02
  -3.100   0.900   0.700    3.1780               NaN      1.368823E-01
  -3.100   0.900   0.800    3.2000               NaN      2.309034E-01
  -3.100   0.900   0.900    3.2280               NaN      3.739015E-01
  -3.100   0.900   1.000    3.2560               NaN      5.675611E-01
  -3.100   0.900   1.100    3.2880               NaN      8.317386E-01
  -3.100   0.900   1.200    3.3240               NaN      1.182323E+00
  -3.100   0.900   1.300    3.3600               NaN      1.625747E+00
  -3.100   0.900   1.400    3.4000               NaN      2.190803E+00
  -3.100   0.900   1.500    3.4420               NaN      2.891357E+00
  -3.100   0.900   1.600    3.4880               NaN      3.750093E+00
  -3.100   0.900   1.700    3.5340               NaN      4.785965E+00
  -3.100   0.900   1.800    3.5840               NaN      6.035347E+00
  -3.100   0.900   1.900    3.6340               NaN      7.502929E+00
  -3.100   0.900   2.000    3.6880               NaN      9.249479E+00
  -3.100   0.900   2.100    3.7440               NaN      1.129029E+01
  -3.100   0.900   2.200    3.8000               NaN      1.365009E+01
  -3.100   0.900   2.300    3.8600               NaN      1.640823E+01
  -3.100   0.900   2.400    3.9200               NaN      1.956952E+01
  -3.100   0.900   2.500    3.9820               NaN      2.321123E+01
  -3.100   0.900   2.600    4.0440               NaN      2.739068E+01
  -3.100   0.900   2.700    4.1100               NaN      3.221901E+01
  -3.100   0.900   2.800    4.1760               NaN      3.778440E+01
  -3.100   0.900   2.900    4.2440               NaN      4.426280E+01
  -3.100   0.900   3.000    4.3120               NaN      5.194945E+01
  -3.100   0.900   3.100    4.3840      3.108055E+01      6.215406E+01
  -3.100   0.900   3.200    4.4540      4.001128E+01      7.203040E+01
  -3.100   0.900   3.300    4.5260      4.957471E+01      8.064311E+01
  -3.100   0.900   3.400    4.6000      5.979211E+01      8.903824E+01
  -3.100   0.900   3.500    4.6740      7.068472E+01      9.738235E+01
  -3.100   0.900   3.600    4.7500      8.227396E+01      1.058001E+02
  -3.100   0.900   3.700    4.8260      9.458070E+01      1.143033E+02
  -3.100   0.900   3.800    4.9040      1.076265E+02      1.229626E+02
  -3.100   0.900   3.900    4.9800      1.214322E+02      1.317128E+02
  -3.100   0.900   4.000    5.0600      1.360187E+02      1.407007E+02
  -3.100   1.000  -4.000    5.0600      1.679245E+02      1.588604E+02
  -3.100   1.000  -3.900    4.9800      1.499161E+02      1.486503E+02
  -3.100   1.000  -3.800    4.9040      1.328722E+02      1.387332E+02
  -3.100   1.000  -3.700    4.8260      1.167664E+02      1.289318E+02
  -3.100   1.000  -3.600    4.7500      1.015727E+02      1.193321E+02
  -3.100   1.000  -3.500    4.6740      8.726510E+01      1.098541E+02
  -3.100   1.000  -3.400    4.6000      7.381738E+01      1.004952E+02
  -3.100   1.000  -3.300    4.5260      6.120332E+01      9.112080E+01
  -3.100   1.000  -3.200    4.4540      4.939667E+01      8.156726E+01
  -3.100   1.000  -3.100    4.3840      3.837107E+01      7.074023E+01
  -3.100   1.000  -3.000    4.3120               NaN      5.928809E+01
  -3.100   1.000  -2.900    4.2440               NaN      5.058524E+01
  -3.100   1.000  -2.800    4.1760               NaN      4.322243E+01
  -3.100   1.000  -2.700    4.1100               NaN      3.688275E+01
  -3.100   1.000  -2.600    4.0440               NaN      3.137292E+01
  -3.100   1.000  -2.500    3.9820               NaN      2.659925E+01
  -3.100   1.000  -2.400    3.9200               NaN      2.243502E+01
  -3.100   1.000  -2.300    3.8600               NaN      1.881748E+01
  -3.100   1.000  -2.200    3.8000               NaN      1.565753E+01
  -3.100   1.000  -2.100    3.7440               NaN      1.295438E+01
  -3.100   1.000  -2.000    3.6880               NaN      1.061445E+01
  -3.100   1.000  -1.900    3.6340               NaN      8.610938E+00
  -3.100   1.000  -1.800    3.5840               NaN      6.928207E+00
  -3.100   1.000  -1.700    3.5340               NaN      5.494152E+00
  -3.100   1.000  -1.600    3.4880               NaN      4.305531E+00
  -3.100   1.000  -1.500    3.4420               NaN      3.319757E+00
  -3.100   1.000  -1.400    3.4000               NaN      2.515506E+00
  -3.100   1.000  -1.300    3.3600               NaN      1.866668E+00
  -3.100   1.000  -1.200    3.3240               NaN      1.357832E+00
  -3.100   1.000  -1.100    3.2880               NaN      9.550160E-01
  -3.100   1.000  -1.000    3.2560               NaN      6.516748E-01
  -3.100   1.000  -0.900    3.2280               NaN      4.294622E-01
  -3.100   1.000  -0.800    3.2000               NaN      2.650105E-01
  -3.100   1.000  -0.700    3.1780               NaN      1.572348E-01
  -3.100   1.000  -0.600    3.1560               NaN      8.342408E-02
  -3.100   1.000  -0.500    3.1400               NaN      4.070828E-02
  -3.100   1.000  -0.400    3.1240               NaN      1.610777E-02
  -3.100   1.000  -0.300    3.1140               NaN      5.170507E-03
  -3.100   1.000  -0.200    3.1060               NaN      1.001247E-03
  -3.100   1.000  -0.100    3.1000               NaN      3.795951E-05
  -3.100   1.000   0.000    3.0980               NaN      0.000000E+00
  -3.100   1.000   0.100    3.1000               NaN      3.795951E-05
  -3.100   1.000   0.200    3.1060               NaN      1.001247E-03
  -3.100   1.000   0.300    3.1140               NaN      5.170507E-03
  -3.100   1.000   0.400    3.1240               NaN      1.610777E-02
  -3.100   1.000   0.500    3.1400               NaN      4.070828E-02
  -3.100   1.000   0.600    3.1560               NaN      8.342408E-02
  -3.100   1.000   0.700    3.1780               NaN      1.572348E-01
  -3.100   1.000   0.800    3.2000               NaN      2.650105E-01
  -3.100   1.000   0.900    3.2280               NaN      4.294624E-01
  -3.100   1.000   1.000    3.2560               NaN      6.516750E-01
  -3.100   1.000   1.100    3.2880               NaN      9.550161E-01
  -3.100   1.000   1.200    3.3240               NaN      1.357832E+00
  -3.100   1.000   1.300    3.3600               NaN      1.866669E+00
  -3.100   1.000   1.400    3.4000               NaN      2.515506E+00
  -3.100   1.000   1.500    3.4420               NaN      3.319757E+00
  -3.100   1.000   1.600    3.4880               NaN      4.305532E+00
  -3.100   1.000   1.700    3.5340               NaN      5.494153E+00
  -3.100   1.000   1.800    3.5840               NaN      6.928208E+00
  -3.100   1.000   1.900    3.6340               NaN      8.610939E+00
  -3.100   1.000   2.000    3.6880               NaN      1.061445E+01
  -3.100   1.000   2.100    3.7440               NaN      1.295438E+01
  -3.100   1.000   2.200    3.8000               NaN      1.565753E+01
  -3.100   1.000   2.300    3.8600               NaN      1.881749E+01
  -3.100   1.000   2.400    3.9200               NaN      2.243502E+01
  -3.100   1.000   2.500    3.9820               NaN      2.659925E+01
  -3.100   1.000   2.600    4.0440               NaN      3.137293E+01
  -3.100   1.000   2.700    4.1100               NaN      3.688275E+01
  -3.100   1.000   2.800    4.1760               NaN      4.322243E+01
  -3.100   1.000   2.900    4.2440               NaN      5.058524E+01
  -3.100   1.000   3.000    4.3120               NaN      5.928809E+01
  -3.100   1.000   3.100    4.3840      3.837109E+01      7.074028E+01
  -3.100   1.000   3.200    4.4540      4.939667E+01      8.156726E+01
  -3.100   1.000   3.300    4.5260      6.120335E+01      9.112083E+01
  -3.100   1.000   3.400    4.6000      7.381738E+01      1.004952E+02
  -3.100   1.000   3.500    4.6740      8.726510E+01      1.098541E+02
  -3.100   1.000   3.600    4.7500      1.015727E+02      1.193321E+02
  -3.100   1.000   3.700    4.8260      1.167664E+02      1.289318E+02
  -3.100   1.000   3.800    4.9040      1.328723E+02      1.387332E+02
  -3.100   1.000   3.900    4.9800      1.499161E+02      1.486503E+02
  -3.100   1.000   4.000    5.0600      1.679245E+02      1.588604E+02
  -3.100   1.100  -4.000    5.0600      2.031885E+02      1.776499E+02
  -3.100   1.100  -3.900    4.9800      1.813986E+02      1.661620E+02
  -3.100   1.100  -3.800    4.9040      1.607752E+02      1.550298E+02
  -3.100   1.100  -3.700    4.8260      1.412874E+02      1.440426E+02
  -3.100   1.100  -3.600    4.7500      1.229030E+02      1.333105E+02
  -3.100   1.100  -3.500    4.6740      1.055908E+02      1.227439E+02
  -3.100   1.100  -3.400    4.6000      8.931901E+01      1.123521E+02
  -3.100   1.100  -3.300    4.5260      7.405607E+01      1.019918E+02
  -3.100   1.100  -3.200    4.4540      5.976997E+01      9.150610E+01
  -3.100   1.100  -3.100    4.3840      4.642902E+01      7.976380E+01
  -3.100   1.100  -3.000    4.3120               NaN      6.702424E+01
  -3.100   1.100  -2.900    4.2440               NaN      5.726043E+01
  -3.100   1.100  -2.800    4.1760               NaN      4.897012E+01
  -3.100   1.100  -2.700    4.1100               NaN      4.181601E+01
  -3.100   1.100  -2.600    4.0440               NaN      3.558805E+01
  -3.100   1.100  -2.500    3.9820               NaN      3.018741E+01
  -3.100   1.100  -2.400    3.9200               NaN      2.547119E+01
  -3.100   1.100  -2.300    3.8600               NaN      2.137121E+01
  -3.100   1.100  -2.200    3.8000               NaN      1.778588E+01
  -3.100   1.100  -2.100    3.7440               NaN      1.471926E+01
  -3.100   1.100  -2.000    3.6880               NaN      1.206236E+01
  -3.100   1.100  -1.900    3.6340               NaN      9.786407E+00
  -3.100   1.100  -1.800    3.5840               NaN      7.875658E+00
  -3.100   1.100  -1.700    3.5340               NaN      6.245676E+00
  -3.100   1.100  -1.600    3.4880               NaN      4.895031E+00
  -3.100   1.100  -1.500    3.4420               NaN      3.774458E+00
  -3.100   1.100  -1.400    3.4000               NaN      2.860161E+00
  -3.100   1.100  -1.300    3.3600               NaN      2.122394E+00
  -3.100   1.100  -1.200    3.3240               NaN      1.544164E+00
  -3.100   1.100  -1.100    3.2880               NaN      1.085874E+00
  -3.100   1.100  -1.000    3.2560               NaN      7.409602E-01
  -3.100   1.100  -0.900    3.2280               NaN      4.884570E-01
  -3.100   1.100  -0.800    3.2000               NaN      3.012011E-01
  -3.100   1.100  -0.700    3.1780               NaN      1.788467E-01
  -3.100   1.100  -0.600    3.1560               NaN      9.478971E-02
  -3.100   1.100  -0.500    3.1400               NaN      4.628806E-02
  -3.100   1.100  -0.400    3.1240               NaN      1.827832E-02
  -3.100   1.100  -0.300    3.1140               NaN      5.871615E-03
  -3.100   1.100  -0.200    3.1060               NaN      1.135558E-03
  -3.100   1.100  -0.100    3.1000               NaN      4.287509E-05
  -3.100   1.100   0.000    3.0980               NaN      0.000000E+00
  -3.100   1.100   0.100    3.1000               NaN      4.287509E-05
  -3.100   1.100   0.200    3.1060               NaN      1.135558E-03
  -3.100   1.100   0.300    3.1140               NaN      5.871615E-03
  -3.100   1.100   0.400    3.1240               NaN      1.827832E-02
  -3.100   1.100   0.500    3.1400               NaN      4.628806E-02
  -3.100   1.100   0.600    3.1560               NaN      9.478971E-02
  -3.100   1.100   0.700    3.1780               NaN      1.788467E-01
  -3.100   1.100   0.800    3.2000               NaN      3.012011E-01
  -3.100   1.100   0.900    3.2280               NaN      4.884573E-01
  -3.100   1.100   1.000    3.2560               NaN      7.409604E-01
  -3.100   1.100   1.100    3.2880               NaN      1.085874E+00
  -3.100   1.100   1.200    3.3240               NaN      1.544164E+00
  -3.100   1.100   1.300    3.3600               NaN      2.122395E+00
  -3.100   1.100   1.400    3.4000               NaN      2.860161E+00
  -3.100   1.100   1.500    3.4420               NaN      3.774459E+00
  -3.100   1.100   1.600    3.4880               NaN      4.895032E+00
  -3.100   1.100   1.700    3.5340               NaN      6.245677E+00
  -3.100   1.100   1.800    3.5840               NaN      7.875659E+00
  -3.100   1.100   1.900    3.6340               NaN      9.786407E+00
  -3.100   1.100   2.000    3.6880               NaN      1.206236E+01
  -3.100   1.100   2.100    3.7440               NaN      1.471926E+01
  -3.100   1.100   2.200    3.8000               NaN      1.778588E+01
  -3.100   1.100   2.300    3.8600               NaN      2.137121E+01
  -3.100   1.100   2.400    3.9200               NaN      2.547119E+01
  -3.100   1.100   2.500    3.9820               NaN      3.018741E+01
  -3.100   1.100   2.600    4.0440               NaN      3.558806E+01
  -3.100   1.100   2.700    4.1100               NaN      4.181601E+01
  -3.100   1.100   2.800    4.1760               NaN      4.897012E+01
  -3.100   1.100   2.900    4.2440               NaN      5.726043E+01
  -3.100   1.100   3.000    4.3120               NaN      6.702424E+01
  -3.100   1.100   3.100    4.3840      4.642906E+01      7.976386E+01
  -3.100   1.100   3.200    4.4540      5.976997E+01      9.150610E+01
  -3.100   1.100   3.300    4.5260      7.405610E+01      1.019918E+02
  -3.100   1.100   3.400    4.6000      8.931901E+01      1.123521E+02
  -3.100   1.100   3.500    4.6740      1.055908E+02      1.227439E+02
  -3.100   1.100   3.600    4.7500      1.229031E+02      1.333105E+02
  -3.100   1.100   3.700    4.8260      1.412874E+02      1.440426E+02
  -3.100   1.100   3.800    4.9040      1.607752E+02      1.550298E+02
  -3.100   1.100   3.900    4.9800      1.813986E+02      1.661620E+02
  -3.100   1.100   4.000    5.0600      2.031885E+02      1.776499E+02
  -3.100   1.200  -4.000    5.0600      2.418110E+02      1.970887E+02
  -3.100   1.200  -3.900    4.9800      2.158794E+02      1.842658E+02
  -3.100   1.200  -3.800    4.9040      1.913360E+02      1.718687E+02
  -3.100   1.200  -3.700    4.8260      1.681435E+02      1.596514E+02
  -3.100   1.200  -3.600    4.7500      1.462646E+02      1.477498E+02
  -3.100   1.200  -3.500    4.6740      1.256616E+02      1.360666E+02
  -3.100   1.200  -3.400    4.6000      1.062970E+02      1.246241E+02
  -3.100   1.200  -3.300    4.5260      8.813280E+01      1.132718E+02
  -3.100   1.200  -3.200    4.4540      7.113120E+01      1.018642E+02
  -3.100   1.200  -3.100    4.3840      5.525429E+01      8.924154E+01
  -3.100   1.200  -3.000    4.3120               NaN      7.517121E+01
  -3.100   1.200  -2.900    4.2440               NaN      6.429951E+01
  -3.100   1.200  -2.800    4.1760               NaN      5.503669E+01
  -3.100   1.200  -2.700    4.1100               NaN      4.702678E+01
  -3.100   1.200  -2.600    4.0440               NaN      4.004274E+01
  -3.100   1.200  -2.500    3.9820               NaN      3.398135E+01
  -3.100   1.200  -2.400    3.9200               NaN      2.868278E+01
  -3.100   1.200  -2.300    3.8600               NaN      2.407343E+01
  -3.100   1.200  -2.200    3.8000               NaN      2.003846E+01
  -3.100   1.200  -2.100    3.7440               NaN      1.658765E+01
  -3.100   1.200  -2.000    3.6880               NaN      1.359545E+01
  -3.100   1.200  -1.900    3.6340               NaN      1.103116E+01
  -3.100   1.200  -1.800    3.5840               NaN      8.879154E+00
  -3.100   1.200  -1.700    3.5340               NaN      7.041696E+00
  -3.100   1.200  -1.600    3.4880               NaN      5.519511E+00
  -3.100   1.200  -1.500    3.4420               NaN      4.256166E+00
  -3.100   1.200  -1.400    3.4000               NaN      3.225302E+00
  -3.100   1.200  -1.300    3.3600               NaN      2.393319E+00
  -3.100   1.200  -1.200    3.3240               NaN      1.741605E+00
  -3.100   1.200  -1.100    3.2880               NaN      1.224514E+00
  -3.100   1.200  -1.000    3.2560               NaN      8.355551E-01
  -3.100   1.200  -0.900    3.2280               NaN      5.509764E-01
  -3.100   1.200  -0.800    3.2000               NaN      3.395317E-01
  -3.100   1.200  -0.700    3.1780               NaN      2.017513E-01
  -3.100   1.200  -0.600    3.1560               NaN      1.068246E-01
  -3.100   1.200  -0.500    3.1400               NaN      5.219996E-02
  -3.100   1.200  -0.400    3.1240               NaN      2.057400E-02
  -3.100   1.200  -0.300    3.1140               NaN      6.613658E-03
  -3.100   1.200  -0.200    3.1060               NaN      1.277545E-03
  -3.100   1.200  -0.100    3.1000               NaN      4.806737E-05
  -3.100   1.200   0.000    3.0980               NaN      0.000000E+00
  -3.100   1.200   0.100    3.1000               NaN      4.806737E-05
  -3.100   1.200   0.200    3.1060               NaN      1.277545E-03
  -3.100   1.200   0.300    3.1140               NaN      6.613658E-03
  -3.100   1.200   0.400    3.1240               NaN      2.057400E-02
  -3.100   1.200   0.500    3.1400               NaN      5.219996E-02
  -3.100   1.200   0.600    3.1560               NaN      1.068246E-01
  -3.100   1.200   0.700    3.1780               NaN      2.017513E-01
  -3.100   1.200   0.800    3.2000               NaN      3.395317E-01
  -3.100   1.200   0.900    3.2280               NaN      5.509767E-01
  -3.100   1.200   1.000    3.2560               NaN      8.355553E-01
  -3.100   1.200   1.100    3.2880               NaN      1.224514E+00
  -3.100   1.200   1.200    3.3240               NaN      1.741605E+00
  -3.100   1.200   1.300    3.3600               NaN      2.393319E+00
  -3.100   1.200   1.400    3.4000               NaN      3.225302E+00
  -3.100   1.200   1.500    3.4420               NaN      4.256167E+00
  -3.100   1.200   1.600    3.4880               NaN      5.519513E+00
  -3.100   1.200   1.700    3.5340               NaN      7.041697E+00
  -3.100   1.200   1.800    3.5840               NaN      8.879154E+00
  -3.100   1.200   1.900    3.6340               NaN      1.103116E+01
  -3.100   1.200   2.000    3.6880               NaN      1.359545E+01
  -3.100   1.200   2.100    3.7440               NaN      1.658765E+01
  -3.100   1.200   2.200    3.8000               NaN      2.003846E+01
  -3.100   1.200   2.300    3.8600               NaN      2.407343E+01
  -3.100   1.200   2.400    3.9200               NaN      2.868278E+01
  -3.100   1.200   2.500    3.9820               NaN      3.398135E+01
  -3.100   1.200   2.600    4.0440               NaN      4.004274E+01
  -3.100   1.200   2.700    4.1100               NaN      4.702678E+01
  -3.100   1.200   2.800    4.1760               NaN      5.503670E+01
  -3.100   1.200   2.900    4.2440               NaN      6.429951E+01
  -3.100   1.200   3.000    4.3120               NaN      7.517121E+01
  -3.100   1.200   3.100    4.3840      5.525433E+01      8.924160E+01
  -3.100   1.200   3.200    4.4540      7.113120E+01      1.018642E+02
  -3.100   1.200   3.300    4.5260      8.813285E+01      1.132718E+02
  -3.100   1.200   3.400    4.6000      1.062970E+02      1.246241E+02
  -3.100   1.200   3.500    4.6740      1.256616E+02      1.360666E+02
  -3.100   1.200   3.600    4.7500      1.462647E+02      1.477498E+02
  -3.100   1.200   3.700    4.8260      1.681435E+02      1.596514E+02
  -3.100   1.200   3.800    4.9040      1.913360E+02      1.718687E+02
  -3.100   1.200   3.900    4.9800      2.158794E+02      1.842658E+02
  -3.100   1.200   4.000    5.0600      2.418110E+02      1.970887E+02
  -3.000   0.300  -4.000    4.9980      1.578180E+01      4.402567E+01
  -3.000   0.300  -3.900    4.9200      1.415360E+01      4.139098E+01
  -3.000   0.300  -3.800    4.8400      1.261231E+01      3.878511E+01
  -3.000   0.300  -3.700    4.7620      1.115561E+01      3.621327E+01
  -3.000   0.300  -3.600    4.6860      9.781135E+00      3.366800E+01
  -3.000   0.300  -3.500    4.6080      8.486571E+00      3.113077E+01
  -3.000   0.300  -3.400    4.5340      7.269565E+00      2.860051E+01
  -3.000   0.300  -3.300    4.4580      6.127727E+00      2.604256E+01
  -3.000   0.300  -3.200    4.3860      5.058760E+00      2.342907E+01
  -3.000   0.300  -3.100    4.3120      4.060252E+00      2.066118E+01
  -3.000   0.300  -3.000    4.2420      3.129852E+00      1.730590E+01
  -3.000   0.300  -2.900    4.1720               NaN      1.413583E+01
  -3.000   0.300  -2.800    4.1020               NaN      1.187210E+01
  -3.000   0.300  -2.700    4.0360               NaN      1.002181E+01
  -3.000   0.300  -2.600    3.9680               NaN      8.456820E+00
  -3.000   0.300  -2.500    3.9040               NaN      7.122785E+00
  -3.000   0.300  -2.400    3.8400               NaN      5.976381E+00
  -3.000   0.300  -2.300    3.7800               NaN      4.991785E+00
  -3.000   0.300  -2.200    3.7200               NaN      4.144151E+00
  -3.000   0.300  -2.100    3.6600               NaN      3.415367E+00
  -3.000   0.300  -2.000    3.6040               NaN      2.793491E+00
  -3.000   0.300  -1.900    3.5500               NaN      2.264681E+00
  -3.000   0.300  -1.800    3.4980               NaN      1.817331E+00
  -3.000   0.300  -1.700    3.4480               NaN      1.441179E+00
  -3.000   0.300  -1.600    3.3980               NaN      1.126772E+00
  -3.000   0.300  -1.500    3.3540               NaN      8.690283E-01
  -3.000   0.300  -1.400    3.3100               NaN      6.580038E-01
  -3.000   0.300  -1.300    3.2680               NaN      4.882536E-01
  -3.000   0.300  -1.200    3.2300               NaN      3.540986E-01
  -3.000   0.300  -1.100    3.1940               NaN      2.495834E-01
  -3.000   0.300  -1.000    3.1620               NaN      1.706244E-01
  -3.000   0.300  -0.900    3.1320               NaN      1.119224E-01
  -3.000   0.300  -0.800    3.1040               NaN      6.970113E-02
  -3.000   0.300  -0.700    3.0800               NaN      4.082898E-02
  -3.000   0.300  -0.600    3.0580               NaN      2.196395E-02
  -3.000   0.300  -0.500    3.0400               NaN      1.056291E-02
  -3.000   0.300  -0.400    3.0260               NaN      4.330186E-03
  -3.000   0.300  -0.300    3.0140               NaN      1.368627E-03
  -3.000   0.300  -0.200    3.0060               NaN      2.624240E-04
  -3.000   0.300  -0.100    3.0000               NaN      9.667168E-06
  -3.000   0.300   0.000    2.9980               NaN      0.000000E+00
  -3.000   0.300   0.100    3.0000               NaN      9.667168E-06
  -3.000   0.300   0.200    3.0060               NaN      2.624240E-04
  -3.000   0.300   0.300    3.0140               NaN      1.368627E-03
  -3.000   0.300   0.400    3.0260               NaN      4.330186E-03
  -3.000   0.300   0.500    3.0400               NaN      1.056291E-02
  -3.000   0.300   0.600    3.0580               NaN      2.196395E-02
  -3.000   0.300   0.700    3.0800               NaN      4.082901E-02
  -3.000   0.300   0.800    3.1040               NaN      6.970113E-02
  -3.000   0.300   0.900    3.1320               NaN      1.119225E-01
  -3.000   0.300   1.000    3.1620               NaN      1.706245E-01
  -3.000   0.300   1.100    3.1940               NaN      2.495834E-01
  -3.000   0.300   1.200    3.2300               NaN      3.540987E-01
  -3.000   0.300   1.300    3.2680               NaN      4.882537E-01
  -3.000   0.300   1.400    3.3100               NaN      6.580039E-01
  -3.000   0.300   1.500    3.3540               NaN      8.690285E-01
  -3.000   0.300   1.600    3.3980               NaN      1.126773E+00
  -3.000   0.300   1.700    3.4480               NaN      1.441179E+00
  -3.000   0.300   1.800    3.4980               NaN      1.817331E+00
  -3.000   0.300   1.900    3.5500               NaN      2.264682E+00
  -3.000   0.300   2.000    3.6040               NaN      2.793491E+00
  -3.000   0.300   2.100    3.6600               NaN      3.415368E+00
  -3.000   0.300   2.200    3.7200               NaN      4.144151E+00
  -3.000   0.300   2.300    3.7800               NaN      4.991786E+00
  -3.000   0.300   2.400    3.8400               NaN      5.976381E+00
  -3.000   0.300   2.500    3.9040               NaN      7.122785E+00
  -3.000   0.300   2.600    3.9680               NaN      8.456823E+00
  -3.000   0.300   2.700    4.0360               NaN      1.002181E+01
  -3.000   0.300   2.800    4.1020               NaN      1.187210E+01
  -3.000   0.300   2.900    4.1720               NaN      1.413583E+01
  -3.000   0.300   3.000    4.2420      3.129852E+00      1.730590E+01
  -3.000   0.300   3.100    4.3120      4.060255E+00      2.066119E+01
  -3.000   0.300   3.200    4.3860      5.058760E+00      2.342907E+01
  -3.000   0.300   3.300    4.4580      6.127728E+00      2.604257E+01
  -3.000   0.300   3.400    4.5340      7.269565E+00      2.860051E+01
  -3.000   0.300   3.500    4.6080      8.486571E+00      3.113077E+01
  -3.000   0.300   3.600    4.6860      9.781138E+00      3.366800E+01
  -3.000   0.300   3.700    4.7620      1.115561E+01      3.621327E+01
  -3.000   0.300   3.800    4.8400      1.261231E+01      3.878511E+01
  -3.000   0.300   3.900    4.9200      1.415360E+01      4.139098E+01
  -3.000   0.300   4.000    4.9980      1.578180E+01      4.402567E+01
  -3.000   0.400  -4.000    4.9980      2.805655E+01      5.929416E+01
  -3.000   0.400  -3.900    4.9200      2.516198E+01      5.573115E+01
  -3.000   0.400  -3.800    4.8400      2.242191E+01      5.220714E+01
  -3.000   0.400  -3.700    4.7620      1.983219E+01      4.873357E+01
  -3.000   0.400  -3.600    4.6860      1.738869E+01      4.530072E+01
  -3.000   0.400  -3.500    4.6080      1.508724E+01      4.188037E+01
  -3.000   0.400  -3.400    4.5340      1.292366E+01      3.847741E+01
  -3.000   0.400  -3.300    4.4580      1.089376E+01      3.504092E+01
  -3.000   0.400  -3.200    4.3860      8.993367E+00      3.154055E+01
  -3.000   0.400  -3.100    4.3120      7.218217E+00      2.784320E+01
  -3.000   0.400  -3.000    4.2420      5.564180E+00      2.339408E+01
  -3.000   0.400  -2.900    4.1720               NaN      1.916132E+01
  -3.000   0.400  -2.800    4.1020               NaN      1.611404E+01
  -3.000   0.400  -2.700    4.0360               NaN      1.361683E+01
  -3.000   0.400  -2.600    3.9680               NaN      1.149820E+01
  -3.000   0.400  -2.500    3.9040               NaN      9.690241E+00
  -3.000   0.400  -2.400    3.8400               NaN      8.134273E+00
  -3.000   0.400  -2.300    3.7800               NaN      6.797257E+00
  -3.000   0.400  -2.200    3.7200               NaN      5.644918E+00
  -3.000   0.400  -2.100    3.6600               NaN      4.652938E+00
  -3.000   0.400  -2.000    3.6040               NaN      3.806552E+00
  -3.000   0.400  -1.900    3.5500               NaN      3.086701E+00
  -3.000   0.400  -1.800    3.4980               NaN      2.477547E+00
  -3.000   0.400  -1.700    3.4480               NaN      1.965044E+00
  -3.000   0.400  -1.600    3.3980               NaN      1.536142E+00
  -3.000   0.400  -1.500    3.3540               NaN      1.185090E+00
  -3.000   0.400  -1.400    3.3100               NaN      8.972837E-01
  -3.000   0.400  -1.300    3.2680               NaN      6.657560E-01
  -3.000   0.400  -1.200    3.2300               NaN      4.828582E-01
  -3.000   0.400  -1.100    3.1940               NaN      3.402689E-01
  -3.000   0.400  -1.000    3.1620               NaN      2.327323E-01
  -3.000   0.400  -0.900    3.1320               NaN      1.526786E-01
  -3.000   0.400  -0.800    3.1040               NaN      9.502677E-02
  -3.000   0.400  -0.700    3.0800               NaN      5.565745E-02
  -3.000   0.400  -0.600    3.0580               NaN      2.991929E-02
  -3.000   0.400  -0.500    3.0400               NaN      1.438093E-02
  -3.000   0.400  -0.400    3.0260               NaN      5.895603E-03
  -3.000   0.400  -0.300    3.0140               NaN      1.867132E-03
  -3.000   0.400  -0.200    3.0060               NaN      3.557605E-04
  -3.000   0.400  -0.100    3.0000               NaN      1.305157E-05
  -3.000   0.400   0.000    2.9980               NaN      0.000000E+00
  -3.000   0.400   0.100    3.0000               NaN      1.305157E-05
  -3.000   0.400   0.200    3.0060               NaN      3.557605E-04
  -3.000   0.400   0.300    3.0140               NaN      1.867132E-03
  -3.000   0.400   0.400    3.0260               NaN      5.895603E-03
  -3.000   0.400   0.500    3.0400               NaN      1.438093E-02
  -3.000   0.400   0.600    3.0580               NaN      2.991929E-02
  -3.000   0.400   0.700    3.0800               NaN      5.565749E-02
  -3.000   0.400   0.800    3.1040               NaN      9.502677E-02
  -3.000   0.400   0.900    3.1320               NaN      1.526787E-01
  -3.000   0.400   1.000    3.1620               NaN      2.327324E-01
  -3.000   0.400   1.100    3.1940               NaN      3.402689E-01
  -3.000   0.400   1.200    3.2300               NaN      4.828583E-01
  -3.000   0.400   1.300    3.2680               NaN      6.657562E-01
  -3.000   0.400   1.400    3.3100               NaN      8.972838E-01
  -3.000   0.400   1.500    3.3540               NaN      1.185090E+00
  -3.000   0.400   1.600    3.3980               NaN      1.536143E+00
  -3.000   0.400   1.700    3.4480               NaN      1.965044E+00
  -3.000   0.400   1.800    3.4980               NaN      2.477548E+00
  -3.000   0.400   1.900    3.5500               NaN      3.086701E+00
  -3.000   0.400   2.000    3.6040               NaN      3.806552E+00
  -3.000   0.400   2.100    3.6600               NaN      4.652939E+00
  -3.000   0.400   2.200    3.7200               NaN      5.644918E+00
  -3.000   0.400   2.300    3.7800               NaN      6.797259E+00
  -3.000   0.400   2.400    3.8400               NaN      8.134273E+00
  -3.000   0.400   2.500    3.9040               NaN      9.690241E+00
  -3.000   0.400   2.600    3.9680               NaN      1.149820E+01
  -3.000   0.400   2.700    4.0360               NaN      1.361683E+01
